,0
0,139.15745783663084
1,139.15945316226168
2,139.1614466463879
3,139.16343828900943
4,139.1654280901263
5,139.16741604973853
6,139.1694021678461
7,139.171386444449
8,139.17336887954727
9,139.17534947314087
10,139.1773282252298
11,139.17930513581408
12,139.18128020489368
13,139.18325343246863
14,139.18522481853893
15,139.1871943631046
16,139.18916206616555
17,139.19112792772188
18,139.19309194777355
19,139.19505412632057
20,139.1970144633629
21,139.1989729589006
22,139.20092961293363
23,139.20288442546203
24,139.20483739648574
25,139.2067885260048
26,139.2087378140192
27,139.21068526052895
28,139.21263086553404
29,139.21457462903444
30,139.21651655103022
31,139.21845663152135
32,139.2203948705078
33,139.22233126798957
34,139.22426582396673
35,139.2261985384392
36,139.22812941140702
37,139.2300584428702
38,139.2319856328287
39,139.23391098128252
40,139.23583448823172
41,139.23775615367623
42,139.23967597761612
43,139.24159396005132
44,139.2435101009819
45,139.24542440040779
46,139.24733685832902
47,139.2492474747456
48,139.25115624965753
49,139.25306318306477
50,139.25496827496738
51,139.25687152536534
52,139.25877293425862
53,139.26067250164724
54,139.26257022753123
55,139.26446611191054
56,139.2663601547852
57,139.2682523561552
58,139.27014271602053
59,139.27203123438122
60,139.27391791123722
61,139.2758027465886
62,139.2776857404353
63,139.27956689277735
64,139.28144620361473
65,139.28332367294746
66,139.28519930077553
67,139.28707308709895
68,139.2889450319177
69,139.2908151352318
70,139.29268339704126
71,139.29454981734605
72,139.29641439614616
73,139.29827713344162
74,139.30013802923244
75,139.3019970835186
76,139.30385429630007
77,139.3057096675769
78,139.30756319734908
79,139.3094148856166
80,139.31126473237947
81,139.31311273763765
82,139.3149589013912
83,139.31680322364008
84,139.31864570438432
85,139.32048634362388
86,139.3223251413588
87,139.32416209758904
88,139.32599721231463
89,139.32783048553557
90,139.32966191725185
91,139.33149150746345
92,139.33331925617043
93,139.33514516337274
94,139.33696922907038
95,139.33879145326335
96,139.34061183595168
97,139.34243037713534
98,139.34424707681436
99,139.3460619349887
100,139.3478749516584
101,139.34968612682346
102,139.35149546048382
103,139.35330295263955
104,139.3551086032906
105,139.35691241243703
106,139.35871438007877
107,139.36051450621585
108,139.36231279084828
109,139.36410923397605
110,139.36590383559917
111,139.3676965957176
112,139.3694875143314
113,139.37127659144056
114,139.37306382704503
115,139.37484922114484
116,139.37663277374003
117,139.37841448483053
118,139.38019435441637
119,139.38197238249757
120,139.3837485690741
121,139.38552291414595
122,139.38729541771318
123,139.38906607977572
124,139.39083490033363
125,139.39260187938686
126,139.39436701693546
127,139.39613031297938
128,139.39789176751864
129,139.39965138055325
130,139.4014091520832
131,139.40316508210847
132,139.4049191706291
133,139.4066714176451
134,139.4084218231564
135,139.41017038716305
136,139.41191710966507
137,139.4136619906624
138,139.41540503015509
139,139.4171462281431
140,139.41888558462648
141,139.4206230996052
142,139.42235877307922
143,139.42409260504863
144,139.42582459551335
145,139.42755474447344
146,139.42928305192885
147,139.4310095178796
148,139.4327341423257
149,139.43445692526714
150,139.43617786670393
151,139.43789696663606
152,139.43961422506354
153,139.44132964198636
154,139.4430432174045
155,139.44475495131798
156,139.44646484372683
157,139.448172894631
158,139.44987910403052
159,139.45158347192537
160,139.45328599831558
161,139.45498668320113
162,139.45668552658202
163,139.45838252845823
164,139.4600776888298
165,139.4617710076967
166,139.46346248505898
167,139.46515212091657
168,139.4668399152695
169,139.46852586811778
170,139.4702099794614
171,139.47189224930037
172,139.47357267763468
173,139.4752512644643
174,139.4769280097893
175,139.47860291360965
176,139.4802759759253
177,139.48194719673631
178,139.48361657604266
179,139.48528411384436
180,139.4869498101414
181,139.48861366493378
182,139.4902756782215
183,139.49193585000458
184,139.49359418028297
185,139.49525066905673
186,139.4969053163258
187,139.49855812209026
188,139.50020908635003
189,139.50185820910514
190,139.5035054903556
191,139.5051509301014
192,139.50679452834254
193,139.508436285079
194,139.51007620031083
195,139.511714274038
196,139.5133505062605
197,139.51498489697835
198,139.51661744619156
199,139.5182481539001
200,139.51987702010396
201,139.52150404480318
202,139.52312922799774
203,139.52475256968762
204,139.52637406987287
205,139.52799372855344
206,139.52961154572938
207,139.53122752140064
208,139.53284165556727
209,139.5344539482292
210,139.5360643993865
211,139.53767300903914
212,139.53927977718712
213,139.54088470383041
214,139.54248778896908
215,139.5440890326031
216,139.54568843473243
217,139.5472859953571
218,139.54888171447715
219,139.5504755920925
220,139.55206762820322
221,139.55365782280927
222,139.55524617591067
223,139.5568326875074
224,139.55841735759947
225,139.5600001861869
226,139.56158117326964
227,139.56316031884776
228,139.5647376229212
229,139.56631308548998
230,139.56788670655413
231,139.5694584861136
232,139.5710284241684
233,139.57259652071855
234,139.57416277576405
235,139.5757271893049
