,0
0,93.53571430932537
1,93.55538306554676
2,93.57504567791202
3,93.59470214642113
4,93.6143524710741
5,93.63399665187094
6,93.65363468881164
7,93.6732665818962
8,93.69289233112463
9,93.71251193649692
10,93.73212539801308
11,93.75173271567309
12,93.77133388947698
13,93.79092891942472
14,93.81051780551631
15,93.83010054775178
16,93.84967714613111
17,93.86924760065432
18,93.88881191132137
19,93.9083700781323
20,93.92792210108708
21,93.94746798018572
22,93.96700771542822
23,93.9865413068146
24,94.00606875434482
25,94.02559005801892
26,94.04510521783689
27,94.06461423379871
28,94.0841171059044
29,94.10361383415395
30,94.12310441854736
31,94.14258885908463
32,94.16206715576577
33,94.18153930859077
34,94.20100531755963
35,94.22046518267236
36,94.23991890392894
37,94.2593664813294
38,94.27880791487371
39,94.29824320456189
40,94.31767235039393
41,94.33709535236983
42,94.3565122104896
43,94.37592292475323
44,94.39532749516071
45,94.41472592171208
46,94.4341182044073
47,94.45350434324638
48,94.47288433822932
49,94.49225818935612
50,94.5116258966268
51,94.53098746004133
52,94.55034287959973
53,94.56969215530198
54,94.58903528714809
55,94.60837227513808
56,94.62770311927193
57,94.64702781954963
58,94.66634637597122
59,94.68565878853664
60,94.70496505724594
61,94.7242651820991
62,94.74355916309612
63,94.76284700023702
64,94.78212869352177
65,94.80140424295038
66,94.82067364852286
67,94.83993691023919
68,94.8591940280994
69,94.87844500210346
70,94.89768983225139
71,94.91692851854317
72,94.93616106097883
73,94.95538745955835
74,94.97460771428173
75,94.99382182514897
76,95.01302979216007
77,95.03223161531504
78,95.05142729461387
79,95.07061683005657
80,95.08980022164312
81,95.10897746937354
82,95.12814857324781
83,95.14731353326596
84,95.16647234942798
85,95.18562502173384
86,95.20477155018358
87,95.22391193477718
88,95.24304617551464
89,95.26217427239595
90,95.28129622542114
91,95.30041203459018
92,95.31952169990309
93,95.33862522135988
94,95.3577225989605
95,95.37681383270501
96,95.39589892259337
97,95.4149778686256
98,95.43405067080168
99,95.45311732912164
100,95.47217784358546
101,95.49123221419313
102,95.51028044094467
103,95.52932252384007
104,95.54835846287934
105,95.56738825806246
106,95.58641190938945
107,95.6054294168603
108,95.62444078047503
109,95.64344600023361
110,95.66244507613605
111,95.68143800818235
112,95.70042479637253
